line_num,object
48302,131
48331,131
48337,131
48398,131
48496,131
48577,131
48610,131
48808,131
48829,131
48833,131
49050,131
49306,131
49319,131
49395,131
49547,131
49559,131
49596,131
49693,131
49698,131
49734,131
49899,131
49972,131
50097,131
50139,131
50336,131
50344,131
50376,131
50381,131
50420,131
50492,131
50757,131
50773,131
50809,131
50887,131
50943,131
51038,131
51093,131
51187,131
51204,131
51337,131
51374,131
51492,131
51536,131
51594,131
51860,131
52162,131
52199,131
52244,131
52283,131
52292,131
52429,131
52510,131
52526,131
52535,131
52578,131
52798,131
52816,131
52873,131
52910,131
53078,131
53120,131
53218,131
53250,131
53318,131
53397,131
53398,131
53469,131
53695,131
53890,131
53911,131
53942,131
54156,131
54610,131
54674,131
54796,131
54845,131
54884,131
54921,131
54924,131
55030,131
55048,131
55056,131
55109,131
55136,131
55221,131
55552,131
55678,131
55753,131
55831,131
55874,131
55899,131
55923,131
55946,131
56077,131
56085,131
56330,131
56338,131
56418,131
56465,131
56473,131
56527,131
56562,131
56629,131
56770,131
56864,131
56955,131
57131,131
57204,131
57218,131
57219,131
57232,131
57451,131
57527,131
57649,131
57680,131
57756,131
57858,131
57917,131
57931,131
57935,131
58025,131
58187,131
58236,131
58327,131
58632,131
58674,131
58908,131
59106,131
59368,131
59383,131
59419,131
59732,131
60127,131
60179,131
60284,131
60319,131
60438,131
60472,131
60737,131
60756,131
60874,131
60939,131
60957,131
61021,131
61022,131
61242,131
61323,131
61370,131
61418,131
61438,131
61632,131
61679,131
61697,131
61757,131
61878,131
61926,131
61961,131
62147,131
62250,131
62349,131
62486,131
62532,131
62636,131
62675,131
62731,131
62788,131
62817,131
63119,131
63211,131
