line_num,object
35602,93
35606,93
35614,93
35687,93
35719,93
35735,93
35952,93
35976,93
36016,93
36200,93
36216,93
36284,93
36466,93
36538,93
36653,93
36751,93
36795,93
36797,93
36900,93
36929,93
36947,93
36964,93
36979,93
36985,93
37034,93
37038,93
37088,93
37144,93
37153,93
37399,93
37420,93
37493,93
37498,93
37510,93
37575,93
37610,93
37664,93
37673,93
37766,93
37789,93
37931,93
38018,93
38067,93
38077,93
38116,93
38118,93
38159,93
38250,93
38259,93
38404,93
38491,93
38502,93
38520,93
38537,93
38579,93
38590,93
38617,93
38656,93
38681,93
38728,93
38901,93
38954,93
39059,93
39068,93
39096,93
39098,93
39099,93
39140,93
39164,93
39185,93
39262,93
39265,93
39314,93
39327,93
39338,93
39379,93
39385,93
39393,93
39421,93
39432,93
39460,93
39466,93
39611,93
39628,93
39644,93
39743,93
39749,93
39765,93
39836,93
39893,93
39915,93
39934,93
39953,93
39983,93
40006,93
40027,93
40034,93
40100,93
40117,93
40264,93
40280,93
40290,93
40374,93
40411,93
40416,93
40533,93
40584,93
40646,93
40723,93
40856,93
40881,93
40893,93
40956,93
41127,93
41142,93
41144,93
41266,93
41272,93
41283,93
41302,93
41334,93
41358,93
41378,93
41431,93
41433,93
41485,93
41491,93
41508,93
41511,93
41559,93
41573,93
41652,93
41681,93
41691,93
41841,93
41857,93
42043,93
42053,93
42099,93
42148,93
42245,93
42273,93
42333,93
42394,93
42407,93
42483,93
42504,93
42533,93
42683,93
42760,93
42958,93
43035,93
43054,93
43074,93
43098,93
43130,93
43141,93
43173,93
43205,93
43255,93
43318,93
43516,93
43560,93
43587,93
43589,93
43630,93
43733,93
43751,93
43768,93
43852,93
43862,93
43917,93
43969,93
44081,93
44093,93
44128,93
44166,93
44210,93
44222,93
44402,93
44465,93
44513,93
44614,93
44708,93
44724,93
44737,93
44774,93
44821,93
44856,93
44877,93
44878,93
44913,93
44960,93
45009,93
45017,93
45062,93
45068,93
45097,93
45112,93
45116,93
45122,93
45144,93
45167,93
45171,93
45300,93
45323,93
45346,93
45559,93
45577,93
45605,93
45610,93
45615,93
45633,93
45659,93
45681,93
45683,93
45785,93
45831,93
45850,93
45929,93
45978,93
45990,93
46012,93
46034,93
46098,93
46269,93
46309,93
46370,93
46465,93
46472,93
46561,93
46567,93
46622,93
46687,93
46709,93
46721,93
46780,93
46829,93
46871,93
46964,93
47051,93
47102,93
47159,93
47206,93
47235,93
47279,93
47288,93
47368,93
47446,93
47456,93
47484,93
47490,93
47497,93
47603,93
47634,93
47662,93
47675,93
47757,93
47800,93
47854,93
48074,93
48203,93
48225,93
48254,93
48383,93
48424,93
48520,93
48554,93
48573,93
48583,93
48584,93
48597,93
48598,93
48616,93
48643,93
48675,93
48687,93
48692,93
48810,93
48826,93
49061,93
49152,93
49154,93
49228,93
49248,93
49257,93
49258,93
49276,93
49344,93
49355,93
49378,93
49518,93
49584,93
49601,93
49623,93
49628,93
49682,93
49816,93
49931,93
49934,93
49955,93
49997,93
50049,93
50112,93
50169,93
50253,93
50266,93
50297,93
50431,93
50515,93
50586,93
50645,93
50798,93
50828,93
50904,93
50944,93
51067,93
51339,93
51397,93
51460,93
51517,93
51577,93
51593,93
51689,93
51764,93
51827,93
51864,93
51865,93
51899,93
51994,93
52055,93
52070,93
52078,93
52087,93
52109,93
52142,93
52175,93
52177,93
52256,93
52272,93
52341,93
52344,93
52442,93
52455,93
52491,93
52529,93
52551,93
52625,93
52810,93
52963,93
53017,93
53034,93
53052,93
53067,93
53069,93
53165,93
53241,93
53272,93
53294,93
53307,93
53340,93
53383,93
53403,93
53415,93
53458,93
53459,93
53464,93
53470,93
53486,93
53516,93
53533,93
53644,93
53791,93
53800,93
53858,93
53904,93
53945,93
53949,93
54018,93
54072,93
54395,93
54470,93
54480,93
54577,93
54597,93
54654,93
54656,93
54744,93
54786,93
54870,93
55026,93
55257,93
55307,93
55377,93
55409,93
55442,93
55450,93
55475,93
55483,93
55507,93
55508,93
55543,93
55598,93
55629,93
55640,93
55743,93
55836,93
55851,93
55867,93
55950,93
55974,93
56125,93
56248,93
56261,93
56280,93
56301,93
56362,93
56514,93
56582,93
56616,93
56632,93
56637,93
56647,93
56663,93
56788,93
56801,93
56903,93
56906,93
57009,93
57090,93
57095,93
57104,93
57121,93
57219,93
57231,93
57241,93
57272,93
57305,93
57313,93
57360,93
57372,93
57385,93
57477,93
57491,93
57625,93
57649,93
57720,93
57741,93
57752,93
57878,93
57914,93
57916,93
58062,93
58114,93
58133,93
58280,93
58331,93
58355,93
58376,93
58418,93
58423,93
58555,93
58556,93
58564,93
58648,93
58676,93
58687,93
58771,93
58811,93
58860,93
58871,93
58877,93
58935,93
58965,93
59014,93
59082,93
59150,93
59250,93
59266,93
59282,93
59421,93
59502,93
59558,93
59583,93
59590,93
59592,93
59632,93
59679,93
59709,93
59722,93
59729,93
59735,93
59755,93
59809,93
59885,93
59920,93
60002,93
60030,93
60088,93
60129,93
60153,93
60208,93
60308,93
60380,93
60414,93
60424,93
60529,93
60542,93
60555,93
60605,93
60617,93
60644,93
60694,93
60721,93
60831,93
60920,93
60958,93
60967,93
60991,93
61127,93
61150,93
61199,93
61214,93
61340,93
61347,93
61368,93
61465,93
61467,93
61503,93
61534,93
61614,93
61677,93
61699,93
61780,93
61786,93
61906,93
61998,93
62004,93
62008,93
62025,93
62034,93
62081,93
62089,93
62137,93
62164,93
62248,93
62255,93
62259,93
62347,93
62422,93
62429,93
62458,93
62490,93
62504,93
62578,93
62598,93
62599,93
62606,93
62634,93
62715,93
62730,93
62814,93
62881,93
62918,93
62920,93
62997,93
63009,93
63031,93
63092,93
63095,93
63117,93
63134,93
63147,93
63190,93
63191,93
63193,93
63301,93
63305,93
